"","user_id","age","gender","country","age_clean","age_numeric","age_group","emotional_intensity","emotional_sd","emotional_min","emotional_max","num_reviews","avg_rating_given","avg_sentiment","total_helpful_votes","first_review_year","last_review_year","satisfaction","satisfaction_sd","satisfaction_min","satisfaction_max","num_ratings","num_movies_watched","avg_watch_duration","avg_completion","pct_high_completion","first_watch_year","last_watch_year","mobile_ratio","desktop_ratio","tablet_ratio","tv_ratio","preferred_genre"
"11","user_00229",20,"Male","USA","20",20,"19-25",3.94,NA,3.94,3.94,3,4.33333333333333,0.735,8,2024,2025,3.75,NA,3.75,3.75,4,4,65.85,56.8,25,2024,2025,0,0.5,0.25,0,"Adventure"
"12","user_00231",25,"Other/Not Specified","USA","25",25,"19-25",3.974,NA,3.974,3.974,4,3.75,0.7435,15,2024,2025,3.25,NA,3.25,3.25,4,4,36.425,39.35,25,2024,2025,0,0.5,0.25,0,"Animation"
"13","user_00235",51,"Female","USA","51",51,"50+",3.186,NA,3.186,3.186,4,4.25,0.5465,12,2024,2025,4.25,NA,4.25,4.25,4,4,66.675,37.9,0,2025,2025,0,0.5,0.25,0.25,"Action"
"14","user_00258",38,"Female","USA","38",38,"36-50",3.29733333333333,NA,3.29733333333333,3.29733333333333,3,4.33333333333333,0.574333333333333,3,2025,2025,2,NA,2,2,3,3,57.5,22.9,0,2024,2025,0.333333333333333,0,0.333333333333333,0.333333333333333,"Documentary"
"15","user_00263",36,"Other/Not Specified","USA","36",36,"36-50",4.05066666666667,NA,4.05066666666667,4.05066666666667,3,4,0.762666666666667,18,2024,2025,2.5,NA,2.5,2.5,4,4,188.566666666667,31.25,0,2024,2025,0.25,0,0.5,0.25,"History"
"16","user_00272",39,"Other/Not Specified","USA","39",39,"36-50",2.991,NA,2.991,2.991,4,3,0.49775,12,2024,2024,3,NA,3,3,4,4,82.275,36.1,0,2024,2025,0.25,0,0.25,0.25,"Comedy"
"17","user_00278",30,"Other/Not Specified","Canada","30",30,"26-35",2.51066666666667,NA,2.51066666666667,2.51066666666667,3,2,0.377666666666667,8,2024,2025,2.5,NA,2.5,2.5,4,4,81.7,40,0,2024,2024,0.25,0,0.25,0.25,"Biography"
"18","user_00280",25,"Other/Not Specified","Canada","25",25,"19-25",3.71066666666667,NA,3.71066666666667,3.71066666666667,3,3.66666666666667,0.677666666666667,6,2024,2025,4,NA,4,4,3,3,61.1333333333333,51.1333333333333,0,2024,2025,0.333333333333333,0,0.333333333333333,0,"Family"
"19","user_00306",24,"Female","USA","24",24,"19-25",3.733,NA,3.733,3.733,4,3.75,0.68325,6,2024,2025,4.33333333333333,NA,4.33333333333333,4.33333333333333,3,3,77.6,27.1,0,2024,2025,0,0.666666666666667,0,0,"Action"
"20","user_00355",35,"Female","USA","35",35,"26-35",4.04,NA,4.04,4.04,3,5,0.76,6,2025,2025,2.75,NA,2.75,2.75,4,4,76.675,32.85,0,2024,2025,0.25,0,0,0.75,"Crime"
"21","user_00377",64,"Female","USA","64",64,"50+",3.684,NA,3.684,3.684,3,3.66666666666667,0.671,11,2024,2025,4,NA,4,4,5,5,70.6,61,33.3333333333333,2024,2025,0.4,0,0,0.4,"Adventure"
"22","user_00390",31,"Female","USA","31",31,"26-35",4.01333333333333,NA,4.01333333333333,4.01333333333333,3,4,0.753333333333333,3,2024,2025,2.66666666666667,NA,2.66666666666667,2.66666666666667,3,3,16.9666666666667,46.4,0,2024,2025,0.333333333333333,0,0.666666666666667,0,"Biography"
"23","user_00399",34,"Other/Not Specified","USA","34",34,"26-35",4.064,NA,4.064,4.064,3,4.66666666666667,0.766,9,2024,2024,4,NA,4,4,5,5,33.5,58.94,20,2024,2025,0.4,0.2,0.2,0.2,"Animation"
"24","user_00444",59,"Male","USA","59",59,"50+",3.594,NA,3.594,3.594,4,3.75,0.6485,17,2024,2025,4.33333333333333,NA,4.33333333333333,4.33333333333333,3,3,34.65,25.3333333333333,0,2024,2025,0,0,0.333333333333333,0.333333333333333,"Adventure"
"25","user_00457",33,"Female","USA","33",33,"26-35",3.09333333333333,NA,3.09333333333333,3.09333333333333,3,3.33333333333333,0.523333333333333,8,2025,2025,2.75,NA,2.75,2.75,4,4,32.725,60.6,0,2024,2025,0,0,0.5,0.25,"War"
"26","user_00475",43,"Male","Canada","43",43,"36-50",3.764,NA,3.764,3.764,3,3.66666666666667,0.691,6,2024,2025,3,NA,3,3,3,3,41.8666666666667,19.3,0,2024,2025,0,0,0,0.666666666666667,"War"
"27","user_00523",13,"Female","USA","13",13,"13-18",2.464,NA,2.464,2.464,3,2.66666666666667,0.366,10,2024,2024,3.16666666666667,NA,3.16666666666667,3.16666666666667,6,6,40.7666666666667,43.36,0,2024,2024,0,0.333333333333333,0.333333333333333,0.333333333333333,"Documentary"
"28","user_00533",58,"Male","Canada","58",58,"50+",3.6504,NA,3.6504,3.6504,5,3.8,0.6626,25,2024,2025,3.5,NA,3.5,3.5,4,4,83.75,43.125,0,2024,2025,0.25,0,0.25,0.25,"Animation"
"29","user_00560",49,"Other/Not Specified","USA","49",49,"36-50",3.699,NA,3.699,3.699,4,3.75,0.67475,14,2024,2024,3.5,NA,3.5,3.5,4,3,171.775,52.6,0,2024,2024,0,0,0.25,0.25,"Biography"
"30","user_00575",27,"Male","USA","27",27,"26-35",4.51866666666667,NA,4.51866666666667,4.51866666666667,3,4.33333333333333,0.879666666666667,9,2024,2025,3,NA,3,3,3,3,77.75,66.7,33.3333333333333,2024,2025,0.666666666666667,0,0.333333333333333,0,"Animation"
"31","user_00609",39,"Other/Not Specified","USA","39",39,"36-50",3.6232,NA,3.6232,3.6232,5,3.6,0.6558,18,2024,2025,4.4,NA,4.4,4.4,5,5,211.8,45.78,0,2024,2025,0.2,0.6,0,0.2,"Crime"
"32","user_00646",36,"Other/Not Specified","USA","36",36,"36-50",2.635,NA,2.635,2.635,4,3.25,0.40875,12,2024,2025,3.5,NA,3.5,3.5,6,5,70.4,39.6,0,2024,2025,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,"War"
"33","user_00665",52,"Male","Canada","52",52,"50+",1.99333333333333,NA,1.99333333333333,1.99333333333333,3,2,0.248333333333333,15,2024,2024,3,NA,3,3,4,4,46.95,44.5333333333333,0,2024,2025,0.25,0,0.25,0.25,"Animation"
"34","user_00688",40,"Other/Not Specified","USA","40",40,"36-50",3.621,NA,3.621,3.621,4,3.25,0.65525,12,2024,2025,3.33333333333333,NA,3.33333333333333,3.33333333333333,3,3,53.3333333333333,35.4333333333333,0,2024,2025,0,0.333333333333333,0.333333333333333,0.333333333333333,"Animation"
"35","user_00694",35,"Other/Not Specified","Canada","35",35,"26-35",4.39466666666667,NA,4.39466666666667,4.39466666666667,3,5,0.848666666666667,5,2024,2024,3.75,NA,3.75,3.75,4,3,98.3,53.75,0,2024,2025,0,0.25,0.25,0,"War"
"36","user_00697",35,"Male","Canada","35",35,"26-35",3.1248,NA,3.1248,3.1248,5,2.8,0.5312,8,2024,2025,3.25,NA,3.25,3.25,4,4,52.75,15.7,0,2024,2025,0.5,0.25,0.25,0,"Animation"
"37","user_00698",12,"Male","Canada","12",12,"5-12",3.116,NA,3.116,3.116,3,4,0.529,3,2025,2025,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,17.8666666666667,35.1,0,2025,2025,0.333333333333333,0.333333333333333,0,0.333333333333333,"Biography"
"38","user_00704",41,"Female","USA","41",41,"36-50",3.98933333333333,NA,3.98933333333333,3.98933333333333,3,4,0.747333333333333,8,2025,2025,3.8,NA,3.8,3.8,5,5,49.26,49.925,0,2024,2025,0.2,0,0,0.6,"History"
"39","user_00723",20,"Male","USA","20",20,"19-25",4.29333333333333,NA,4.29333333333333,4.29333333333333,3,4,0.823333333333333,7,2024,2025,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,49.85,43.6,0,2024,2025,0.333333333333333,0,0.666666666666667,0,"Romance"
"40","user_00755",38,"Male","USA","38",38,"36-50",3.092,NA,3.092,3.092,3,3,0.523,2,2024,2024,3.2,NA,3.2,3.2,5,4,52.5,56.1,0,2024,2025,0.6,0.2,0,0,"Biography"
"41","user_00764",29,"Male","USA","29",29,"26-35",3.71066666666667,NA,3.71066666666667,3.71066666666667,3,4,0.677666666666667,9,2024,2025,4,NA,4,4,3,3,27.4,25.8333333333333,0,2024,2025,0,0,0.666666666666667,0.333333333333333,"Horror"
"42","user_00780",29,"Male","USA","29",29,"26-35",3.96133333333333,NA,3.96133333333333,3.96133333333333,3,3.66666666666667,0.740333333333333,10,2024,2025,3,NA,3,3,5,5,54.675,69.08,20,2024,2025,0.2,0.2,0.2,0,"Biography"
"43","user_00798",10,"Male","Canada","10",10,"5-12",4.87333333333333,NA,4.87333333333333,4.87333333333333,3,5,0.968333333333333,11,2024,2025,3.4,NA,3.4,3.4,5,5,48.52,48.8333333333333,33.3333333333333,2024,2025,0,0.2,0.4,0.2,"Adventure"
"44","user_00815",27,"Other/Not Specified","Canada","27",27,"26-35",3.026,NA,3.026,3.026,4,2.75,0.5065,13,2024,2025,3,NA,3,3,4,4,67.5333333333333,19.95,0,2024,2025,0,0.5,0.25,0.25,"Biography"
"45","user_00840",33,"Male","USA","33",33,"26-35",4.144,NA,4.144,4.144,3,4.33333333333333,0.786,10,2024,2025,4,NA,4,4,3,2,88.4666666666667,88.3,66.6666666666667,2025,2025,0,0.333333333333333,0,0,"Comedy"
"46","user_00846",29,"Male","USA","29",29,"26-35",3.81733333333333,NA,3.81733333333333,3.81733333333333,3,4.66666666666667,0.704333333333333,11,2024,2025,3.25,NA,3.25,3.25,4,4,73.5,18.8,0,2024,2025,0.25,0.25,0.25,0,"Sci-Fi"
"47","user_00860",19,"Male","Canada","19",19,"19-25",4.231,NA,4.231,4.231,4,4.75,0.80775,2,2024,2025,3.33333333333333,NA,3.33333333333333,3.33333333333333,3,3,54.1,51.5,0,2025,2025,0,0.333333333333333,0.333333333333333,0,"Horror"
"48","user_00923",42,"Male","USA","42",42,"36-50",2.58933333333333,NA,2.58933333333333,2.58933333333333,3,2.66666666666667,0.397333333333333,3,2024,2024,2.66666666666667,NA,2.66666666666667,2.66666666666667,3,3,78.5666666666667,68.6,0,2024,2024,0,0.333333333333333,0.333333333333333,0,"Western"
"49","user_00969",55,"Female","USA","55",55,"50+",3.4592,NA,3.4592,3.4592,5,3.2,0.6148,8,2024,2025,3.75,NA,3.75,3.75,4,4,67.725,61.9,0,2024,2025,0.25,0.75,0,0,"Thriller"
"50","user_00970",52,"Female","Canada","52",52,"50+",4.16533333333333,NA,4.16533333333333,4.16533333333333,3,4,0.791333333333333,7,2025,2025,2,NA,2,2,3,3,65.4666666666667,73.6333333333333,0,2024,2025,0,0.666666666666667,0,0,"Western"
"51","user_00991",42,"Male","USA","42",42,"36-50",3.23066666666667,NA,3.23066666666667,3.23066666666667,3,3.33333333333333,0.557666666666667,10,2024,2025,3.75,NA,3.75,3.75,4,4,49.4333333333333,77.1,25,2024,2025,0.25,0,0.5,0,"Animation"
"52","user_00993",24,"Male","USA","24",24,"19-25",3.08533333333333,NA,3.08533333333333,3.08533333333333,3,3.33333333333333,0.521333333333333,4,2024,2025,3,NA,3,3,4,4,60.375,78,25,2024,2025,0,0,0.5,0.25,"Animation"
"53","user_01027",25,"Female","Canada","25",25,"19-25",4.292,NA,4.292,4.292,3,5,0.823,6,2025,2025,3.16666666666667,NA,3.16666666666667,3.16666666666667,6,5,79.2333333333333,47.6833333333333,33.3333333333333,2024,2025,0.666666666666667,0,0,0.166666666666667,"Adventure"
"54","user_01049",40,"Female","Canada","40",40,"36-50",2.6984,NA,2.6984,2.6984,5,2.6,0.4246,8,2024,2025,3.25,NA,3.25,3.25,4,4,61.975,49.475,0,2024,2025,0.25,0.5,0,0.25,"Romance"
"55","user_01056",7,"Female","USA","7",7,"5-12",3.308,NA,3.308,3.308,4,3.75,0.577,18,2025,2025,3.5,NA,3.5,3.5,4,3,66.1,52.125,0,2024,2025,0,0,0.25,0.5,"Comedy"
"56","user_01058",24,"Other/Not Specified","Canada","24",24,"19-25",3.772,NA,3.772,3.772,3,3.66666666666667,0.693,8,2024,2024,3.6,NA,3.6,3.6,5,5,66.96,33,0,2024,2025,0.2,0.2,0.2,0,"Action"
"57","user_01059",52,"Male","USA","52",52,"50+",3.70933333333333,NA,3.70933333333333,3.70933333333333,3,3.66666666666667,0.677333333333333,7,2024,2025,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,39.05,45.3333333333333,0,2024,2025,0,0,0.333333333333333,0.333333333333333,"Adventure"
"58","user_01066",56,"Female","Canada","56",56,"50+",4.563,NA,4.563,4.563,4,4.75,0.89075,8,2024,2025,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,45.45,54.8333333333333,0,2024,2025,0,0,0,1,"Biography"
"59","user_01077",33,"Male","Canada","33",33,"26-35",3.968,NA,3.968,3.968,3,4,0.742,9,2024,2025,3.25,NA,3.25,3.25,4,4,54.85,41.4,33.3333333333333,2024,2024,0.25,0.5,0,0,"Action"
"60","user_01087",33,"Female","USA","33",33,"26-35",3.424,NA,3.424,3.424,3,3.33333333333333,0.606,9,2024,2025,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,40.7,22.4,0,2024,2025,0.333333333333333,0,0,0.333333333333333,"Biography"
"61","user_01105",39,"Male","Canada","39",39,"36-50",4.2632,NA,4.2632,4.2632,5,3.6,0.8158,10,2024,2025,2.33333333333333,NA,2.33333333333333,2.33333333333333,3,3,36.3,26.0333333333333,0,2024,2025,0.333333333333333,0.333333333333333,0.333333333333333,0,"Documentary"
"62","user_01139",60,"Male","USA","60",60,"50+",3.75866666666667,NA,3.75866666666667,3.75866666666667,3,3.33333333333333,0.689666666666667,9,2024,2025,4,NA,4,4,3,3,159.833333333333,80.9333333333333,33.3333333333333,2024,2025,0,0,0.333333333333333,0.666666666666667,"History"
"63","user_01159",33,"Female","USA","33",33,"26-35",4.09066666666667,NA,4.09066666666667,4.09066666666667,3,4.33333333333333,0.772666666666667,11,2024,2025,4,NA,4,4,3,2,58.8666666666667,22.7333333333333,0,2024,2024,0.666666666666667,0,0.333333333333333,0,"Action"
"64","user_01178",29,"Male","USA","29",29,"26-35",3.024,NA,3.024,3.024,4,3,0.506,9,2024,2025,3.75,NA,3.75,3.75,4,4,35.1,50.45,0,2024,2025,0.25,0.5,0,0.25,"Thriller"
"65","user_01187",45,"Male","USA","45",45,"36-50",2.224,NA,2.224,2.224,4,2.25,0.306,7,2024,2025,3.33333333333333,NA,3.33333333333333,3.33333333333333,6,6,68.9166666666667,31.28,0,2024,2025,0.166666666666667,0.333333333333333,0.333333333333333,0,"Comedy"
"66","user_01207",39,"Female","USA","39",39,"36-50",4.544,NA,4.544,4.544,3,5,0.886,8,2024,2025,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,195.8,35.1333333333333,0,2024,2025,0.333333333333333,0.333333333333333,0,0.333333333333333,"Documentary"
"67","user_01223",26,"Male","USA","26",26,"26-35",3.15333333333333,NA,3.15333333333333,3.15333333333333,3,3.66666666666667,0.538333333333333,10,2024,2025,3.2,NA,3.2,3.2,5,5,71.34,30.575,0,2024,2025,0.6,0,0,0.4,"Animation"
"68","user_01227",20,"Other/Not Specified","Canada","20",20,"19-25",3.3288,NA,3.3288,3.3288,5,3.2,0.5822,10,2024,2025,2.75,NA,2.75,2.75,4,4,67.975,72.375,0,2024,2025,0,0.5,0,0.25,"Action"
"69","user_01254",26,"Male","Canada","26",26,"26-35",3.525,NA,3.525,3.525,4,4,0.63125,10,2025,2025,4,NA,4,4,3,2,65.6,54.0666666666667,0,2024,2025,0,0.666666666666667,0,0,"Adventure"
"70","user_01257",27,"Male","USA","27",27,"26-35",2.684,NA,2.684,2.684,4,2.5,0.421,8,2024,2025,4,NA,4,4,3,2,27.9,38.9666666666667,0,2024,2025,0,0,0,0.333333333333333,"War"
"71","user_01288",41,"Male","Canada","41",41,"36-50",3.38133333333333,NA,3.38133333333333,3.38133333333333,3,3.33333333333333,0.595333333333333,8,2024,2025,2,NA,2,2,3,3,40.5666666666667,42.5333333333333,0,2024,2025,0,0.333333333333333,0.333333333333333,0.333333333333333,"Comedy"
"72","user_01292",20,"Female","USA","20",20,"19-25",4.128,NA,4.128,4.128,3,4,0.782,12,2024,2025,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,2,66.3,72.6666666666667,66.6666666666667,2025,2025,0,0.333333333333333,0,0.666666666666667,"Western"
"73","user_01383",29,"Male","Canada","29",29,"26-35",3.221,NA,3.221,3.221,4,3.25,0.55525,11,2024,2025,3.33333333333333,NA,3.33333333333333,3.33333333333333,3,3,27.9666666666667,46,0,2024,2025,0,0.333333333333333,0,0.333333333333333,"Fantasy"
"74","user_01416",29,"Male","USA","29",29,"26-35",3.00933333333333,NA,3.00933333333333,3.00933333333333,3,3.33333333333333,0.502333333333333,4,2024,2025,4,NA,4,4,4,4,39.15,40.75,0,2024,2025,0.25,0.25,0.25,0,"Comedy"
"75","user_01439",47,"Other/Not Specified","USA","47",47,"36-50",3.672,NA,3.672,3.672,3,3.66666666666667,0.668,11,2024,2024,3.25,NA,3.25,3.25,4,3,29.4,56.175,50,2025,2025,0.5,0,0.5,0,"Music"
"76","user_01448",51,"Other/Not Specified","Canada","51",51,"50+",3.212,NA,3.212,3.212,3,3.33333333333333,0.553,8,2024,2025,4.66666666666667,NA,4.66666666666667,4.66666666666667,3,3,51.2666666666667,15.95,0,2024,2025,0,0.666666666666667,0.333333333333333,0,"Mystery"
"77","user_01465",36,"Female","USA","36",36,"36-50",3.448,NA,3.448,3.448,5,3,0.612,19,2024,2025,4.33333333333333,NA,4.33333333333333,4.33333333333333,3,3,79.0666666666667,50.3666666666667,0,2025,2025,0.333333333333333,0,0.333333333333333,0,"Adventure"
"78","user_01502",47,"Other/Not Specified","USA","47",47,"36-50",3.08266666666667,NA,3.08266666666667,3.08266666666667,3,3,0.520666666666667,9,2024,2025,2,NA,2,2,3,3,51.15,56.75,50,2024,2025,0.666666666666667,0.333333333333333,0,0,"Fantasy"
"79","user_01515",56,"Male","Canada","56",56,"50+",3.011,NA,3.011,3.011,4,3.5,0.50275,13,2024,2025,3,NA,3,3,3,2,51.3,84.9333333333333,33.3333333333333,2024,2024,0.333333333333333,0,0,0,"Action"
"80","user_01519",39,"Male","USA","39",39,"36-50",4.004,NA,4.004,4.004,4,4.25,0.751,13,2024,2025,2,NA,2,2,3,3,86.3,38.3666666666667,0,2024,2025,0,0,0.333333333333333,0.333333333333333,"Animation"
"81","user_01561",53,"Female","USA","53",53,"50+",3.44533333333333,NA,3.44533333333333,3.44533333333333,3,3.66666666666667,0.611333333333333,7,2025,2025,3.2,NA,3.2,3.2,5,4,71.125,34.16,0,2024,2025,0.4,0.6,0,0,"Crime"
"82","user_01562",50,"Female","USA","50",50,"36-50",4.17866666666667,NA,4.17866666666667,4.17866666666667,3,4.33333333333333,0.794666666666667,14,2024,2025,2.5,NA,2.5,2.5,4,4,24.35,38.425,0,2025,2025,0.25,0,0.25,0,"Adventure"
"83","user_01568",29,"Male","USA","29",29,"26-35",2.656,NA,2.656,2.656,3,2.33333333333333,0.414,9,2024,2024,4.33333333333333,NA,4.33333333333333,4.33333333333333,3,2,61.7333333333333,58.4666666666667,0,2024,2025,1,0,0,0,"Action"
"84","user_01572",31,"Female","USA","31",31,"26-35",4.116,NA,4.116,4.116,5,4,0.779,13,2024,2025,3.25,NA,3.25,3.25,4,4,98.5,56.025,25,2025,2025,0.25,0,0.25,0.25,"Sci-Fi"
"85","user_01580",33,"Male","USA","33",33,"26-35",4.024,NA,4.024,4.024,3,3.66666666666667,0.756,4,2024,2025,5,NA,5,5,3,1,28.8,17,0,2025,2025,1,0,0,0,"War"
"86","user_01586",44,"Female","USA","44",44,"36-50",4.36,NA,4.36,4.36,3,4.66666666666667,0.84,16,2024,2024,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,33.9,37.6666666666667,0,2024,2025,0,0,0,0.333333333333333,"Biography"
"87","user_01596",30,"Female","Canada","30",30,"26-35",3.691,NA,3.691,3.691,4,4,0.67275,8,2024,2025,3.75,NA,3.75,3.75,4,4,52.075,48.925,0,2024,2025,0.25,0.25,0.25,0,"Horror"
"88","user_01605",21,"Other/Not Specified","Canada","21",21,"19-25",3.50933333333333,NA,3.50933333333333,3.50933333333333,3,3.66666666666667,0.627333333333333,7,2025,2025,4.5,NA,4.5,4.5,4,4,62.2,40.8,0,2024,2025,0.25,0,0.25,0.25,"Action"
"89","user_01616",32,"Female","Canada","32",32,"26-35",3.49866666666667,NA,3.49866666666667,3.49866666666667,3,3.33333333333333,0.624666666666667,15,2025,2025,3.33333333333333,NA,3.33333333333333,3.33333333333333,3,3,137.75,50.1666666666667,0,2025,2025,0.333333333333333,0.333333333333333,0,0,"Animation"
"90","user_01673",35,"Other/Not Specified","USA","35",35,"26-35",3.652,NA,3.652,3.652,3,4.66666666666667,0.663,6,2025,2025,2.66666666666667,NA,2.66666666666667,2.66666666666667,3,3,34.55,60.4,0,2024,2025,0.333333333333333,0.333333333333333,0,0.333333333333333,"Comedy"
"91","user_01690",40,"Male","USA","40",40,"36-50",4.04266666666667,NA,4.04266666666667,4.04266666666667,3,3.66666666666667,0.760666666666667,5,2024,2024,3.25,NA,3.25,3.25,4,4,49.225,69.1,25,2024,2025,0.5,0,0.25,0,"Music"
"92","user_01781",33,"Female","USA","33",33,"26-35",4.371,NA,4.371,4.371,4,4.5,0.84275,15,2025,2025,2.6,NA,2.6,2.6,5,5,69.86,47.04,0,2024,2025,0.4,0,0.2,0.2,"Sci-Fi"
"93","user_01801",34,"Female","USA","34",34,"26-35",3.568,NA,3.568,3.568,3,4.33333333333333,0.642,7,2024,2025,2.6,NA,2.6,2.6,5,5,64.48,41.84,0,2024,2025,0.2,0.2,0.2,0,"Action"
"94","user_01846",25,"Male","USA","25",25,"19-25",3.717,NA,3.717,3.717,4,3.75,0.67925,9,2024,2025,2.33333333333333,NA,2.33333333333333,2.33333333333333,3,3,82.05,56.6,33.3333333333333,2025,2025,0.333333333333333,0,0.333333333333333,0.333333333333333,"Action"
"95","user_01872",45,"Female","USA","45",45,"36-50",2.899,NA,2.899,2.899,4,3,0.47475,7,2024,2025,3.25,NA,3.25,3.25,4,4,79.8,54.425,25,2024,2025,0.75,0.25,0,0,"Action"
"96","user_01898",42,"Other/Not Specified","USA","42",42,"36-50",2.63733333333333,NA,2.63733333333333,2.63733333333333,3,3.33333333333333,0.409333333333333,5,2024,2025,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,103,33.7666666666667,0,2024,2025,0,0.333333333333333,0,0,"Drama"
"97","user_01906",61,"Male","USA","61",61,"50+",2.80933333333333,NA,2.80933333333333,2.80933333333333,3,3.33333333333333,0.452333333333333,7,2024,2024,3.8,NA,3.8,3.8,5,3,54.42,40.12,0,2024,2025,0.4,0.2,0.4,0,"Sport"
"98","user_01908",47,"Male","USA","47",47,"36-50",3.61066666666667,NA,3.61066666666667,3.61066666666667,6,4,0.652666666666667,13,2024,2025,4.66666666666667,NA,4.66666666666667,4.66666666666667,3,3,48.4333333333333,55.8666666666667,0,2024,2025,0,0.333333333333333,0.333333333333333,0.333333333333333,"War"
"99","user_01917",31,"Other/Not Specified","USA","31",31,"26-35",2.953,NA,2.953,2.953,4,3.25,0.48825,4,2024,2025,3.4,NA,3.4,3.4,5,4,52.45,49.46,0,2024,2025,0.2,0.2,0.6,0,"Comedy"
"100","user_01944",56,"Other/Not Specified","USA","56",56,"50+",3.332,NA,3.332,3.332,3,3.33333333333333,0.583,9,2024,2025,3.33333333333333,NA,3.33333333333333,3.33333333333333,3,3,96.7666666666667,74.45,0,2024,2025,0,0,0,0.666666666666667,"Sci-Fi"
"101","user_01968",46,"Other/Not Specified","USA","46",46,"36-50",3.392,NA,3.392,3.392,3,3.33333333333333,0.598,10,2024,2025,3,NA,3,3,4,4,76.925,46.5,33.3333333333333,2024,2025,0.25,0.25,0,0.25,"Documentary"
"102","user_01980",22,"Other/Not Specified","USA","22",22,"19-25",3.1936,NA,3.1936,3.1936,5,3.2,0.5484,16,2024,2025,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,40.6,60.1333333333333,0,2024,2025,0.333333333333333,0,0,0.333333333333333,"Biography"
