"user_id","age","gender","country","age_clean","age_numeric","age_group","emotional_connection","emotional_sd","emotional_min","emotional_max","num_reviews","avg_rating_given","avg_sentiment","total_helpful_votes","first_review_year","last_review_year","pct_high_sentiment","pct_low_sentiment","satisfaction","satisfaction_sd","satisfaction_min","satisfaction_max","num_ratings","num_movies_watched","avg_watch_duration","avg_completion","pct_high_completion","first_watch_year","last_watch_year","mobile_ratio","desktop_ratio","tablet_ratio","tv_ratio","preferred_genre"
"user_06961",15,"Other/Not Specified","Canada","15",15,"18-24",7.655,0.554887375960203,7.035,8.105,3,4.33333333333333,0.664333333333333,6,2024,2025,33.3333333333333,0,3.75,NA,3.75,3.75,4,4,22.3333333333333,28.975,0,2025,2025,0,0.25,0,0.5,"Drama"
"user_07060",39,"Male","USA","39",39,"35-49",8.7175,0.278103697686073,8.335,8.96,4,4,0.9435,7,2024,2025,100,0,4,NA,4,4,7,7,202.916666666667,58.1714285714286,14.2857142857143,2024,2025,0.142857142857143,0,0,0.285714285714286,"Biography"
"user_00475",43,"Male","Canada","43",43,"35-49",7.12166666666667,3.19098861378936,3.45,9.225,3,3.66666666666667,0.691,6,2024,2025,66.6666666666667,33.3333333333333,3,NA,3,3,3,3,41.8666666666667,19.3,0,2024,2025,0,0,0,0.666666666666667,"War"
"user_08395",31,"Male","USA","31",31,"25-34",8.91333333333333,0.281617352685046,8.59,9.105,3,5,0.782666666666667,9,2024,2025,100,0,4,NA,4,4,3,3,41.9333333333333,46.0333333333333,0,2024,2025,0.666666666666667,0.333333333333333,0,0,"Adventure"
"user_04400",58,"Male","USA","58",58,"50+",7.45166666666667,1.67720998486574,5.515,8.425,3,3.66666666666667,0.757,5,2024,2025,66.6666666666667,0,3,NA,3,3,3,3,30.2666666666667,74.4,33.3333333333333,2025,2025,0,0.333333333333333,0.333333333333333,0.333333333333333,"Animation"
"user_07379",62,"Male","USA","62",62,"50+",7.312,2.75876466919525,2.665,9.82,5,3.6,0.7424,10,2024,2025,80,0,4,NA,4,4,4,4,77.3333333333333,35.925,0,2024,2025,0.25,0,0.75,0,"Adventure"
"user_02858",29,"Male","Canada","29",29,"25-34",5.01,3.55804721722464,1.37,8.48,3,3,0.402,12,2024,2025,0,33.3333333333333,2,NA,2,2,4,4,35.825,62.2,50,2024,2025,0.25,0.5,0,0,"Adventure"
"user_09658",44,"Other/Not Specified","USA","44",44,"35-49",7.41,1.94307102289134,5.215,8.91,3,4.33333333333333,0.615333333333333,7,2024,2025,33.3333333333333,0,2,NA,2,2,4,4,66.875,29.375,0,2024,2025,0.5,0,0,0.25,"Sci-Fi"
"user_00399",34,"Other/Not Specified","USA","34",34,"25-34",8.49666666666667,0.150111069989303,8.41,8.67,3,4.66666666666667,0.766,9,2024,2024,33.3333333333333,0,4,NA,4,4,5,5,33.5,58.94,20,2024,2025,0.4,0.2,0.2,0.2,"Animation"
"user_06328",47,"Female","USA","47",47,"35-49",8.35,2.65003773558038,5.29,9.88,3,4.33333333333333,0.803333333333333,6,2024,2025,66.6666666666667,0,2.33333333333333,NA,2.33333333333333,2.33333333333333,3,3,53.6333333333333,33.8,0,2024,2025,0.333333333333333,0.333333333333333,0,0.333333333333333,"Crime"
"user_02690",53,"Other/Not Specified","Canada","53",53,"50+",5.62166666666667,2.05877593082233,3.43,7.515,3,3,0.524333333333333,7,2024,2025,33.3333333333333,33.3333333333333,3.4,NA,3.4,3.4,5,4,70.875,32.4,0,2024,2025,0.2,0.4,0,0,"Comedy"
"user_04693",53,"Female","USA","53",53,"50+",6.97875,1.6541230053012,5.625,8.995,4,3.75,0.64575,4,2024,2025,50,0,3.25,NA,3.25,3.25,4,4,55.725,54.1333333333333,0,2024,2025,0,0,0.25,0.75,"Action"
"user_03362",29,"Male","Canada","29",29,"25-34",5.67833333333333,3.22579189244026,2.765,9.145,3,3,0.535666666666667,9,2024,2025,33.3333333333333,0,3,NA,3,3,3,2,13.8333333333333,76.6333333333333,0,2024,2024,0.333333333333333,0,0,0,"Documentary"
"user_04534",36,"Female","Canada","36",36,"35-49",6.32375,1.64744941753407,5.185,8.76,4,3.5,0.56475,5,2024,2025,25,0,3.75,NA,3.75,3.75,4,4,41.05,80.975,50,2024,2025,0,0.25,0,0,"Romance"
"user_05905",31,"Female","USA","31",31,"25-34",8.17666666666667,0.785976038650883,7.27,8.665,3,4,0.835333333333333,12,2024,2025,66.6666666666667,0,4,NA,4,4,3,3,45.8,62.9,0,2024,2025,0.333333333333333,0,0.333333333333333,0.333333333333333,"Horror"
"user_01292",20,"Female","USA","20",20,"18-24",7.91,0.741164624088334,7.33,8.745,3,4,0.782,12,2024,2025,66.6666666666667,0,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,2,66.3,72.6666666666667,66.6666666666667,2025,2025,0,0.333333333333333,0,0.666666666666667,"Western"
"user_02813",39,"Female","USA","39",39,"35-49",9.2,0.983247171366386,8.075,9.895,3,4.66666666666667,0.906666666666667,8,2024,2024,100,0,4.33333333333333,NA,4.33333333333333,4.33333333333333,3,3,28.9333333333333,41.6,0,2024,2024,0.333333333333333,0,0.333333333333333,0.333333333333333,"Mystery"
"user_03136",44,"Other/Not Specified","Canada","44",44,"35-49",5.24666666666667,2.84345007575891,3.605,8.53,3,3,0.449333333333333,8,2024,2024,33.3333333333333,0,2.66666666666667,NA,2.66666666666667,2.66666666666667,3,3,49.4333333333333,53.9666666666667,0,2025,2025,0,0,0.333333333333333,0,"Biography"
"user_05957",48,"Female","USA","48",48,"35-49",5.806,3.12016305663662,2.26,9.645,5,3,0.5612,7,2024,2025,40,40,4.33333333333333,NA,4.33333333333333,4.33333333333333,3,3,51.9,37.9333333333333,0,2024,2025,0.333333333333333,0,0,0.333333333333333,"War"
"user_05623",44,"Other/Not Specified","USA","44",44,"35-49",8.72166666666667,0.4618802153517,8.455,9.255,3,5,0.744333333333333,8,2024,2025,33.3333333333333,0,3.6,NA,3.6,3.6,5,4,65.5,74.975,0,2024,2025,0,0.2,0.4,0.4,"Fantasy"
"user_09223",53,"Male","USA","53",53,"50+",4.0675,3.30833417296379,2.205,9.025,4,2.5,0.3135,2,2025,2025,25,75,3.75,NA,3.75,3.75,4,3,37.325,17.925,0,2024,2025,0,0,0.75,0.25,"Animation"
"user_00764",29,"Male","USA","29",29,"25-34",7.38833333333333,1.37297426535727,5.995,8.74,3,4,0.677666666666667,9,2024,2025,33.3333333333333,0,4,NA,4,4,3,3,27.4,25.8333333333333,0,2024,2025,0,0,0.666666666666667,0.333333333333333,"Horror"
"user_08512",39,"Female","USA","39",39,"35-49",5.30166666666667,2.81469506933404,2.425,8.05,3,3,0.460333333333333,9,2024,2025,0,33.3333333333333,4,NA,4,4,3,3,51.7,27.4,0,2024,2025,0.333333333333333,0.333333333333333,0,0.333333333333333,"Sci-Fi"
"user_01673",35,"Other/Not Specified","USA","35",35,"35-49",7.98166666666667,0.40793177534158,7.525,8.31,3,4.66666666666667,0.663,6,2025,2025,33.3333333333333,0,2.66666666666667,NA,2.66666666666667,2.66666666666667,3,3,34.55,60.4,0,2024,2025,0.333333333333333,0.333333333333333,0,0.333333333333333,"Comedy"
"user_06389",29,"Female","USA","29",29,"25-34",7.68,2.16465355195699,5.205,9.22,3,4.33333333333333,0.669333333333333,10,2024,2025,66.6666666666667,0,3.4,NA,3.4,3.4,5,5,62.7,66.34,0,2024,2025,0.2,0.4,0.4,0,"Family"
"user_04684",37,"Male","USA","37",37,"35-49",6.35666666666667,1.744178412128,5.305,8.37,3,3.33333333333333,0.604666666666667,5,2024,2025,33.3333333333333,0,3.33333333333333,NA,3.33333333333333,3.33333333333333,3,2,109.466666666667,99.5,100,2024,2024,0,1,0,0,"Adventure"
"user_02366",47,"Female","USA","47",47,"35-49",4.85,3.26885683381821,1.21,7.535,3,2.66666666666667,0.436666666666667,7,2024,2024,33.3333333333333,33.3333333333333,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,20.15,46.1333333333333,0,2025,2025,0.333333333333333,0,0.333333333333333,0.333333333333333,"Sport"
"user_09115",6,"Male","USA","6",6,"18-24",7.61666666666667,2.08675785210775,5.315,9.385,3,4.33333333333333,0.656666666666667,10,2024,2025,33.3333333333333,0,3,NA,3,3,5,5,43.46,53.24,0,2024,2025,0,0,0.2,0,"Horror"
"user_00723",20,"Male","USA","20",20,"18-24",8.11666666666667,0.696353597917992,7.685,8.92,3,4,0.823333333333333,7,2024,2025,100,0,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,49.85,43.6,0,2024,2025,0.333333333333333,0,0.666666666666667,0,"Romance"
"user_03226",24,"Male","Canada","24",24,"18-24",7.24,2.09614527168324,5.185,9.375,3,4,0.648,14,2024,2025,33.3333333333333,0,3.25,NA,3.25,3.25,4,4,221.775,63.55,50,2024,2025,0.25,0.25,0.25,0,"Animation"
"user_04350",49,"Male","Canada","49",49,"35-49",5.04666666666667,1.2703575612139,3.595,5.955,3,2.66666666666667,0.476,9,2024,2025,0,0,3,NA,3,3,4,4,36.325,61,25,2024,2025,0.25,0,0,0.5,"Animation"
"user_07395",31,"Other/Not Specified","Canada","31",31,"25-34",5.38375,3.16354330616794,1.515,9.24,4,3,0.47675,9,2024,2025,25,25,2,NA,2,2,3,3,54.0333333333333,49.65,50,2024,2025,0,0.333333333333333,0.333333333333333,0,"Adventure"
"user_00688",40,"Other/Not Specified","USA","40",40,"35-49",6.52625,1.29830899634871,5.765,8.47,4,3.25,0.65525,12,2024,2025,25,0,3.33333333333333,NA,3.33333333333333,3.33333333333333,3,3,53.3333333333333,35.4333333333333,0,2024,2025,0,0.333333333333333,0.333333333333333,0.333333333333333,"Animation"
"user_00235",51,"Female","USA","51",51,"50+",6.9825,2.28231059820233,3.56,8.2,4,4.25,0.5465,12,2024,2025,0,0,4.25,NA,4.25,4.25,4,4,66.675,37.9,0,2025,2025,0,0.5,0.25,0.25,"Action"
"user_01254",26,"Male","Canada","26",26,"25-34",7.15625,1.0092354779733,5.99,8.455,4,4,0.63125,10,2025,2025,0,0,4,NA,4,4,3,2,65.6,54.0666666666667,0,2024,2025,0,0.666666666666667,0,0,"Adventure"
"user_08048",37,"Female","Canada","37",37,"35-49",8.92166666666667,0.357992085573597,8.575,9.29,3,4.66666666666667,0.851,2,2024,2025,100,0,1.66666666666667,NA,1.66666666666667,1.66666666666667,3,2,113.833333333333,55.2333333333333,0,2025,2025,1,0,0,0,"Adventure"
"user_06321",26,"Female","USA","26",26,"25-34",4.24833333333333,1.8399886775014,2.14,5.53,3,2.33333333333333,0.383,5,2024,2025,0,33.3333333333333,2.33333333333333,NA,2.33333333333333,2.33333333333333,3,3,13.65,65.2666666666667,0,2024,2025,0,0,0.333333333333333,0,"Western"
"user_05701",39,"Other/Not Specified","USA","39",39,"35-49",7.499,2.10822318552852,5.11,9.64,5,3.8,0.7398,11,2024,2025,60,0,3.25,NA,3.25,3.25,4,4,72.4,43.85,0,2024,2025,0,0,0.5,0.5,"Animation"
"user_01616",32,"Female","Canada","32",32,"25-34",6.45666666666667,1.33656587317398,5.685,8,3,3.33333333333333,0.624666666666667,15,2025,2025,33.3333333333333,0,3.33333333333333,NA,3.33333333333333,3.33333333333333,3,3,137.75,50.1666666666667,0,2025,2025,0.333333333333333,0.333333333333333,0,0,"Animation"
"user_05914",15,"Male","USA","15",15,"18-24",7.40166666666667,1.57472484368963,5.65,8.7,3,3.66666666666667,0.747,5,2024,2024,66.6666666666667,0,3,NA,3,3,3,3,34,46.1333333333333,33.3333333333333,2024,2025,0.333333333333333,0,0.333333333333333,0.333333333333333,"Adventure"
"user_08377",19,"Female","Canada","19",19,"18-24",9.775,0.00866025403784471,9.77,9.785,3,5,0.955,8,2025,2025,100,0,4,NA,4,4,4,4,41.025,20.1666666666667,0,2024,2025,0,0,0.25,0.5,"Mystery"
"user_05825",37,"Other/Not Specified","USA","37",37,"35-49",7.54333333333333,2.21108759060634,5.015,9.115,3,4.33333333333333,0.642,3,2024,2025,33.3333333333333,0,4.5,NA,4.5,4.5,4,3,52.6,74.7,0,2024,2024,0,0.5,0.5,0,"Action"
"user_02433",30,"Male","USA","30",30,"25-34",7.5475,2.28042576434022,5.59,9.875,4,4,0.7095,9,2024,2025,50,0,1.66666666666667,NA,1.66666666666667,1.66666666666667,3,3,104.6,38.6666666666667,0,2024,2025,0.333333333333333,0.333333333333333,0.333333333333333,0,"Drama"
"user_02124",48,"Other/Not Specified","USA","48",48,"35-49",7.15,1.80836251896571,5.14,8.645,3,3.66666666666667,0.696666666666667,11,2025,2025,66.6666666666667,0,2.66666666666667,NA,2.66666666666667,2.66666666666667,3,3,52.85,48.65,50,2024,2025,0,0,0.333333333333333,0.333333333333333,"Action"
"user_03208",32,"Other/Not Specified","Canada","32",32,"25-34",7.70166666666667,1.20666206260632,7.005,9.095,3,4.33333333333333,0.673666666666667,2,2024,2025,33.3333333333333,0,2.66666666666667,NA,2.66666666666667,2.66666666666667,3,3,28.6,24.1,0,2025,2025,0,0,0.666666666666667,0.333333333333333,"Adventure"
"user_01178",29,"Male","USA","29",29,"25-34",5.53,3.62449306800275,2.105,8.99,4,3,0.506,9,2024,2025,50,25,3.75,NA,3.75,3.75,4,4,35.1,50.45,0,2024,2025,0.25,0.5,0,0.25,"Thriller"
"user_09587",22,"Male","USA","22",22,"18-24",6.3075,1.32313705513324,5.075,8.185,4,3.5,0.5615,3,2024,2025,0,0,3.75,NA,3.75,3.75,4,3,80.85,43,0,2024,2025,0.25,0.25,0,0.5,"History"
"user_09533",38,"Male","USA","38",38,"35-49",8.16,1.45618508439003,7.195,9.835,3,4.33333333333333,0.765333333333333,10,2024,2024,33.3333333333333,0,4.75,NA,4.75,4.75,4,3,52.025,27.075,0,2024,2025,0.25,0.25,0,0.5,"Documentary"
"user_09546",34,"Male","USA","34",34,"25-34",8.61333333333333,0.251064400768674,8.35,8.85,3,4.66666666666667,0.789333333333333,5,2024,2025,100,0,2.33333333333333,NA,2.33333333333333,2.33333333333333,3,3,77.25,86.7,0,2024,2025,0,0.333333333333333,0.666666666666667,0,"Adventure"
"user_01223",26,"Male","USA","26",26,"25-34",6.35833333333333,2.39466246751673,3.615,8.03,3,3.66666666666667,0.538333333333333,10,2024,2025,0,0,3.2,NA,3.2,3.2,5,5,71.34,30.575,0,2024,2025,0.6,0,0,0.4,"Animation"
"user_01580",33,"Male","USA","33",33,"25-34",7.44666666666667,1.92448910969466,5.225,8.6,3,3.66666666666667,0.756,4,2024,2025,66.6666666666667,0,5,NA,5,5,3,1,28.8,17,0,2025,2025,1,0,0,0,"War"
"user_03342",32,"Female","Canada","32",32,"25-34",7.16833333333333,1.80014814205202,5.115,8.475,3,4,0.633666666666667,3,2025,2025,33.3333333333333,0,3.75,NA,3.75,3.75,4,4,70.675,40.5,0,2025,2025,0.5,0.5,0,0,"War"
"user_00991",42,"Male","USA","42",42,"35-49",6.12166666666667,1.04405858711728,5.28,7.29,3,3.33333333333333,0.557666666666667,10,2024,2025,0,0,3.75,NA,3.75,3.75,4,4,49.4333333333333,77.1,25,2024,2025,0.25,0,0.5,0,"Animation"
"user_01416",29,"Male","USA","29",29,"25-34",5.845,3.07506503996257,2.845,8.99,3,3.33333333333333,0.502333333333333,4,2024,2025,33.3333333333333,33.3333333333333,4,NA,4,4,4,4,39.15,40.75,0,2024,2025,0.25,0.25,0.25,0,"Comedy"
"user_03578",50,"Other/Not Specified","USA","50",50,"50+",7.155,1.42857446428249,5.635,8.47,3,4,0.631,9,2024,2025,0,0,3.33333333333333,NA,3.33333333333333,3.33333333333333,3,3,32.2666666666667,55.4666666666667,0,2024,2025,0.333333333333333,0,0,0.666666666666667,"Action"
"user_07222",35,"Female","USA","35",35,"35-49",5.41333333333333,0.187638837486628,5.23,5.605,3,3,0.482666666666667,5,2024,2025,0,0,3.5,NA,3.5,3.5,4,4,68.825,55.4333333333333,33.3333333333333,2024,2024,0,0.5,0.25,0,"Action"
"user_04981",39,"Male","USA","39",39,"35-49",8.70375,0.164943172032066,8.46,8.805,4,4.75,0.79075,12,2024,2025,75,0,4,NA,4,4,3,3,51.95,35.75,0,2024,2025,0,0.333333333333333,0,0.666666666666667,"Adventure"
"user_06544",25,"Male","USA","25",25,"25-34",6.02666666666667,2.65619245035696,3.585,8.855,3,3,0.605333333333333,6,2024,2025,33.3333333333333,0,3,NA,3,3,3,3,111.75,54.2,0,2024,2025,0,0.333333333333333,0,0.333333333333333,"Family"
"user_02569",27,"Other/Not Specified","Canada","27",27,"25-34",7.64,1.68591221598279,5.7,8.75,3,4,0.728,10,2024,2025,33.3333333333333,0,2.5,NA,2.5,2.5,4,4,53.2,63.075,0,2024,2025,0.25,0,0.25,0.25,"War"
"user_04429",24,"Male","USA","24",24,"18-24",7.4,2.20325327640741,5.315,9.705,3,4,0.68,11,2024,2025,33.3333333333333,0,4.33333333333333,NA,4.33333333333333,4.33333333333333,3,3,42.1,32.3,0,2024,2024,0.666666666666667,0.333333333333333,0,0,"Action"
"user_06333",62,"Male","USA","62",62,"50+",6.49333333333333,3.80254629601447,2.105,8.815,3,3.33333333333333,0.632,6,2024,2025,66.6666666666667,33.3333333333333,3.5,NA,3.5,3.5,6,6,45.4,39.275,25,2024,2025,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,"Animation"
"user_05063",35,"Other/Not Specified","USA","35",35,"35-49",8.71833333333333,0.393456901494094,8.31,9.095,3,4.66666666666667,0.810333333333333,7,2024,2025,100,0,4,NA,4,4,4,4,36.2666666666667,44.7,0,2024,2025,0.5,0.25,0,0.25,"Animation"
"user_02228",26,"Male","USA","26",26,"25-34",4.3575,2.94991949042682,2.26,8.73,4,2.25,0.4215,13,2024,2025,25,75,2.66666666666667,NA,2.66666666666667,2.66666666666667,3,3,92.5333333333333,52.2666666666667,0,2024,2025,0,0.666666666666667,0.333333333333333,0,"Biography"
"user_09533",38,"Male","USA","38",38,"35-49",8.16,1.45618508439003,7.195,9.835,3,4.33333333333333,0.765333333333333,10,2024,2024,33.3333333333333,0,4.75,NA,4.75,4.75,4,3,52.025,27.075,0,2024,2025,0.25,0.25,0,0.5,"Documentary"
"user_03101",14,"Female","USA","14",14,"18-24",6.79166666666667,1.89765864510278,5.6,8.98,3,3.33333333333333,0.691666666666667,11,2024,2025,33.3333333333333,0,3.75,NA,3.75,3.75,4,4,60.7,47.0333333333333,33.3333333333333,2024,2025,0,0.25,0.5,0,"Adventure"
"user_03262",51,"Male","USA","51",51,"50+",7.74833333333333,1.55517148036264,5.975,8.88,3,4,0.749666666666667,7,2024,2025,66.6666666666667,0,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,85.9666666666667,43.6333333333333,33.3333333333333,2024,2024,0,0,0,1,"Family"
"user_07739",21,"Male","USA","21",21,"18-24",5.78666666666667,3.18163610950928,2.855,9.17,3,3.33333333333333,0.490666666666667,4,2024,2025,33.3333333333333,33.3333333333333,3,NA,3,3,5,5,44.75,66.02,20,2024,2025,0,0.4,0.2,0.2,"Action"
"user_03154",36,"Female","Canada","36",36,"35-49",7.713,1.92030466332819,5.615,9.665,5,3.8,0.7826,15,2024,2025,60,0,2.6,NA,2.6,2.6,5,4,34.76,63.92,40,2024,2025,0,0.2,0.4,0.4,"Sci-Fi"
"user_08395",31,"Male","USA","31",31,"25-34",8.91333333333333,0.281617352685046,8.59,9.105,3,5,0.782666666666667,9,2024,2025,100,0,4,NA,4,4,3,3,41.9333333333333,46.0333333333333,0,2024,2025,0.666666666666667,0.333333333333333,0,0,"Adventure"
"user_00073",39,"Other/Not Specified","Canada","39",39,"35-49",7.0875,3.44851054804824,2.12,9.87,4,4,0.6175,15,2024,2025,75,25,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,24.9666666666667,56.8333333333333,33.3333333333333,2024,2024,0,0,0,0.666666666666667,"Adventure"
"user_06463",26,"Female","USA","26",26,"25-34",5.71125,3.25633325229467,1.05,8.005,4,3,0.54225,13,2024,2025,50,25,3.33333333333333,NA,3.33333333333333,3.33333333333333,3,3,38.65,45.2,0,2024,2025,0.333333333333333,0.333333333333333,0.333333333333333,0,"Action"
"user_05761",42,"Other/Not Specified","USA","42",42,"35-49",7.77166666666667,0.230235386796499,7.515,7.96,3,4,0.754333333333333,4,2024,2024,100,0,4.5,NA,4.5,4.5,4,4,17.1333333333333,53.35,0,2024,2025,0.25,0.25,0.25,0,"Animation"
"user_04994",38,"Female","USA","38",38,"35-49",7.40666666666667,1.35698501588387,5.95,8.635,3,3.66666666666667,0.748,7,2024,2025,66.6666666666667,0,4.33333333333333,NA,4.33333333333333,4.33333333333333,3,3,54.4666666666667,36.3,0,2024,2025,0,0,0.666666666666667,0,"Horror"
"user_06756",35,"Other/Not Specified","USA","35",35,"35-49",5.45166666666667,2.27444645280267,2.925,8.475,6,3.16666666666667,0.457,8,2024,2025,0,33.3333333333333,4.33333333333333,NA,4.33333333333333,4.33333333333333,3,2,514,53.9666666666667,0,2025,2025,0,0,0.333333333333333,0,"Action"
"user_00723",20,"Male","USA","20",20,"18-24",8.11666666666667,0.696353597917992,7.685,8.92,3,4,0.823333333333333,7,2024,2025,100,0,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,49.85,43.6,0,2024,2025,0.333333333333333,0,0.666666666666667,0,"Romance"
"user_02744",27,"Male","USA","27",27,"25-34",5.035,3.93137380568167,1.045,8.905,3,2.66666666666667,0.473666666666667,6,2024,2025,33.3333333333333,33.3333333333333,3,NA,3,3,5,5,69.32,55.98,40,2024,2025,0,0.4,0.4,0,"Adventure"
"user_09100",28,"Male","USA","28",28,"25-34",4.56,2.91495711803793,2.035,7.75,3,2.66666666666667,0.378666666666667,11,2024,2025,33.3333333333333,33.3333333333333,3,NA,3,3,3,3,61.5333333333333,65.4666666666667,0,2025,2025,0.333333333333333,0.333333333333333,0,0,"Action"
"user_01568",29,"Male","USA","29",29,"25-34",4.40333333333333,4.07161311194142,1.04,8.93,3,2.33333333333333,0.414,9,2024,2024,33.3333333333333,66.6666666666667,4.33333333333333,NA,4.33333333333333,4.33333333333333,3,2,61.7333333333333,58.4666666666667,0,2024,2025,1,0,0,0,"Action"
"user_00723",20,"Male","USA","20",20,"18-24",8.11666666666667,0.696353597917992,7.685,8.92,3,4,0.823333333333333,7,2024,2025,100,0,3.66666666666667,NA,3.66666666666667,3.66666666666667,3,3,49.85,43.6,0,2024,2025,0.333333333333333,0,0.666666666666667,0,"Romance"
"user_03942",28,"Male","USA","28",28,"25-34",7.22625,1.33678329707299,5.35,8.51,4,4,0.64525,11,2024,2025,50,0,3,NA,3,3,3,3,60.7,64.5,0,2024,2024,0.333333333333333,0.333333333333333,0,0,"Documentary"
"user_05825",37,"Other/Not Specified","USA","37",37,"35-49",7.54333333333333,2.21108759060634,5.015,9.115,3,4.33333333333333,0.642,3,2024,2025,33.3333333333333,0,4.5,NA,4.5,4.5,4,3,52.6,74.7,0,2024,2024,0,0.5,0.5,0,"Action"
"user_09768",17,"Female","USA","17",17,"18-24",7.352,1.72237699125366,5.4,9.25,5,4,0.6704,15,2024,2025,60,0,2.66666666666667,NA,2.66666666666667,2.66666666666667,3,2,21.6,60.2666666666667,0,2024,2024,0.666666666666667,0,0,0.333333333333333,"Adventure"
"user_06879",35,"Female","USA","35",35,"35-49",7.71,1.93870446432663,5.48,8.995,3,3.66666666666667,0.808666666666667,7,2024,2024,66.6666666666667,0,3.75,NA,3.75,3.75,4,4,58.825,52.0333333333333,0,2024,2025,0,0.25,0.25,0.5,"Action"
"user_06333",62,"Male","USA","62",62,"50+",6.49333333333333,3.80254629601447,2.105,8.815,3,3.33333333333333,0.632,6,2024,2025,66.6666666666667,33.3333333333333,3.5,NA,3.5,3.5,6,6,45.4,39.275,25,2024,2025,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,"Animation"
"user_09178",22,"Male","USA","22",22,"18-24",6.96333333333333,2.40466387117479,5.575,9.74,3,3.66666666666667,0.659333333333333,11,2024,2025,33.3333333333333,0,3,NA,3,3,4,3,47.65,63.2666666666667,0,2025,2025,0,0,0,0.25,"Sport"
